N° artículo en tienda,EAN / GTIN / código barras,Número del fabricante (HAN/MPN),Fabricante / Marca,Nombre del producto,Precio,Precio especial,Precio original,Plazo de entrega,Categoría del producto en la tienda,Descripción del producto,Características del producto / Otros atributos,URL del producto,URLimagen_1,URLimagen_2,URLimagen_3,Color,Talla,Transferencia,Transferencia / Paypal Austria,Tarjeta de crédito,Paypal,Sofortüberweisung,Domiciliación,Reembolso,Comentario sobre los gastos de envío,Precio base,Cupón de descuento,Clase de eficiencia energética,Unidades
18015225,,18015225,"Auxilab, S.L.",Globo esférico con/ redondo redondo,16.09,,16.09,1 - 14 días,Balão,"<p>Balão esférico com fundo redondo esmerilado: Ideal para laboratórios, oferece estabilidade e resistência térmica. Perfeito para misturas e reações químicas. Fabricado em vidro de alta qualidade com fundo esmerilado para maior aderência em superfícies. Essencial para experiências precisas e seguras.</p>
<!---->","Balões, Laboratório, Vidros/Plásticos",https://abcescolar.pt/es/products/balao-esferico-c-fundo-redondo-esm-2429-500-ml,https://cdn.shopify.com/s/files/1/0555/4277/5963/files/ObtenerImagen_024e01fe-96ae-45c7-a0b9-db921f41332c.jpg?v=1722525331,,,,N/A,,,,,,,,4.5 €,16.09,,,9
LB0001,CDG001,LB0001,"Auxilab, S.L.",Plan de antecedentes de globo,2.93,,2.93,1 - 14 días,Balão,"<h1><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Balão fundo plano</span></span></h1>
 <p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Balão fundo plano Balão fundo plano, fabricado em vidro borosilicato. </span><span style=""vertical-align: inherit;"">Ideal para atividades laboratoriais de destilação que necessitem de aquecimento.</span></span></p>
 <h2><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> </span><span style=""vertical-align: inherit;"">Características</span></span></h2>
 <ul>
 <li><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Balão estreito </span></span></li>
 <li>Várias capacidades disponíveis (<span data-mce-fragment=""1"">50 ml./</span>100 ml. / 250 ml. / 500 ml. / 1000 ml./ 2000 ml. / 3000 ml.)<br>
 </li>
 </ul>","Balões, Laboratório, Vidros/Plásticos",https://abcescolar.pt/es/products/balao-fundo-plano,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/balao-fundo-plano-2000ml.jpg?v=1629277116,,,,N/A,,,,,,,,4.5 €,2.93,,,4
LB0002,CDG002,LB0002,"Auxilab, S.L.",Plan de antecedentes de globo,3.57,,3.57,1 - 14 días,Balão,"<h1><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Balão fundo plano</span></span></h1>
 <p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Balão fundo plano Balão fundo plano, fabricado em vidro borosilicato. </span><span style=""vertical-align: inherit;"">Ideal para atividades laboratoriais de destilação que necessitem de aquecimento.</span></span></p>
 <h2><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> </span><span style=""vertical-align: inherit;"">Características</span></span></h2>
 <ul>
 <li><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Balão estreito </span></span></li>
 <li>Várias capacidades disponíveis (<span data-mce-fragment=""1"">50 ml./</span>100 ml. / 250 ml. / 500 ml. / 1000 ml./ 2000 ml. / 3000 ml.)<br>
 </li>
 </ul>","Balões, Laboratório, Vidros/Plásticos",https://abcescolar.pt/es/products/balao-fundo-plano,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/balao-fundo-plano-2000ml.jpg?v=1629277116,,,,N/A,,,,,,,,4.5 €,3.57,,,28
LB0003,CDG003,LB0003,"Auxilab, S.L.",Plan de antecedentes de globo,5.17,,5.17,1 - 14 días,Balão,"<h1><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Balão fundo plano</span></span></h1>
 <p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Balão fundo plano Balão fundo plano, fabricado em vidro borosilicato. </span><span style=""vertical-align: inherit;"">Ideal para atividades laboratoriais de destilação que necessitem de aquecimento.</span></span></p>
 <h2><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> </span><span style=""vertical-align: inherit;"">Características</span></span></h2>
 <ul>
 <li><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Balão estreito </span></span></li>
 <li>Várias capacidades disponíveis (<span data-mce-fragment=""1"">50 ml./</span>100 ml. / 250 ml. / 500 ml. / 1000 ml./ 2000 ml. / 3000 ml.)<br>
 </li>
 </ul>","Balões, Laboratório, Vidros/Plásticos",https://abcescolar.pt/es/products/balao-fundo-plano,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/balao-fundo-plano-2000ml.jpg?v=1629277116,,,,N/A,,,,,,,,4.5 €,5.17,,,3
LB0004,CDG004,LB0004,"Auxilab, S.L.",Plan de antecedentes de globo,7.21,,7.21,1 - 14 días,Balão,"<h1><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Balão fundo plano</span></span></h1>
 <p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Balão fundo plano Balão fundo plano, fabricado em vidro borosilicato. </span><span style=""vertical-align: inherit;"">Ideal para atividades laboratoriais de destilação que necessitem de aquecimento.</span></span></p>
 <h2><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> </span><span style=""vertical-align: inherit;"">Características</span></span></h2>
 <ul>
 <li><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Balão estreito </span></span></li>
 <li>Várias capacidades disponíveis (<span data-mce-fragment=""1"">50 ml./</span>100 ml. / 250 ml. / 500 ml. / 1000 ml./ 2000 ml. / 3000 ml.)<br>
 </li>
 </ul>","Balões, Laboratório, Vidros/Plásticos",https://abcescolar.pt/es/products/balao-fundo-plano,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/balao-fundo-plano-2000ml.jpg?v=1629277116,,,,N/A,,,,,,,,4.5 €,7.21,,,3
LB0005,CDG005,LB0005,"Auxilab, S.L.",Plan de antecedentes de globo,11.35,,11.35,1 - 14 días,Balão,"<h1><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Balão fundo plano</span></span></h1>
 <p><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Balão fundo plano Balão fundo plano, fabricado em vidro borosilicato. </span><span style=""vertical-align: inherit;"">Ideal para atividades laboratoriais de destilação que necessitem de aquecimento.</span></span></p>
 <h2><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;""> </span><span style=""vertical-align: inherit;"">Características</span></span></h2>
 <ul>
 <li><span style=""vertical-align: inherit;""><span style=""vertical-align: inherit;"">Balão estreito </span></span></li>
 <li>Várias capacidades disponíveis (<span data-mce-fragment=""1"">50 ml./</span>100 ml. / 250 ml. / 500 ml. / 1000 ml./ 2000 ml. / 3000 ml.)<br>
 </li>
 </ul>","Balões, Laboratório, Vidros/Plásticos",https://abcescolar.pt/es/products/balao-fundo-plano,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/balao-fundo-plano-2000ml.jpg?v=1629277116,,,,N/A,,,,,,,,4.5 €,11.35,,,3
LB0008,CDJ003,LB0008,"Auxilab, S.L.",Globo de fondo redondo,5.54,,5.54,1 - 14 días,Balão,"<h1>Balão fundo redondo</h1>
 <p>Balão fundo redondo, fabricado em vidro borosilicato com grande resistência ao choque térmico. Ideal para ser utilizado em experiências de destilação ou qualquer tipo de experiência laboratorial.</p>
 <h2>
 <br> <strong>Características</strong>
 </h2>
 <ul>
 <li>Fabricado em vidro borosilicato</li>
 <li>Necessita de um suporte</li>
 <li>Capacidades (várias): 100 ml. / 250 ml. / 500 ml. / 1000 ml.<br>
 </li>
 </ul>","Balões, KuantoKusta, Laboratório, Vidros/Plásticos",https://abcescolar.pt/es/products/balao-fundo-redondo,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/balao-fundo-redondo-1000ml.jpg?v=1629277235,,,,N/A,,,,,,,,4.5 €,5.54,,,6
LB0009,CDJ004,LB0009,"Auxilab, S.L.",Globo de fondo redondo,7.32,,7.32,1 - 14 días,Balão,"<h1>Balão fundo redondo</h1>
 <p>Balão fundo redondo, fabricado em vidro borosilicato com grande resistência ao choque térmico. Ideal para ser utilizado em experiências de destilação ou qualquer tipo de experiência laboratorial.</p>
 <h2>
 <br> <strong>Características</strong>
 </h2>
 <ul>
 <li>Fabricado em vidro borosilicato</li>
 <li>Necessita de um suporte</li>
 <li>Capacidades (várias): 100 ml. / 250 ml. / 500 ml. / 1000 ml.<br>
 </li>
 </ul>","Balões, KuantoKusta, Laboratório, Vidros/Plásticos",https://abcescolar.pt/es/products/balao-fundo-redondo,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/balao-fundo-redondo-1000ml.jpg?v=1629277235,,,,N/A,,,,,,,,4.5 €,7.32,,,11
LB0024,PJH001,LB0024,"Auxilab, S.L.",Kitasato de globo,9.60,,9.60,1 - 14 días,Balão,"<h1>Balão kitasato</h1>
 <p>Balão kitasato fabricado em vidro borosilicato.</p>
 <p>Com entrada lateral para conexão da bomba de vazio ou trompa de água.</p>
 <h2><strong>Características</strong></h2>
 <ul>
 <li>Capacidade: 250, 500, 1000 e 2000 ml<br>
 </li>
 </ul>","Balões, Laboratório, Vidros/Plásticos",https://abcescolar.pt/es/products/balao-kitasato,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/balao-kitasato-1000ml.jpg?v=1629277308,,,,N/A,,,,,,,,4.5 €,9.60,,,4
LB0025,PJH002,LB0025,"Auxilab, S.L.",Kitasato de globo,10.40,,10.40,1 - 14 días,Balão,"<h1>Balão kitasato</h1>
 <p>Balão kitasato fabricado em vidro borosilicato.</p>
 <p>Com entrada lateral para conexão da bomba de vazio ou trompa de água.</p>
 <h2><strong>Características</strong></h2>
 <ul>
 <li>Capacidade: 250, 500, 1000 e 2000 ml<br>
 </li>
 </ul>","Balões, Laboratório, Vidros/Plásticos",https://abcescolar.pt/es/products/balao-kitasato,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/balao-kitasato-1000ml.jpg?v=1629277308,,,,N/A,,,,,,,,4.5 €,10.40,,,10
LB0538,PJH003,LB0538,"Auxilab, S.L.",Kitasato de globo,21.07,,21.07,1 - 14 días,Balão,"<h1>Balão kitasato</h1>
 <p>Balão kitasato fabricado em vidro borosilicato.</p>
 <p>Com entrada lateral para conexão da bomba de vazio ou trompa de água.</p>
 <h2><strong>Características</strong></h2>
 <ul>
 <li>Capacidade: 250, 500, 1000 e 2000 ml<br>
 </li>
 </ul>","Balões, Laboratório, Vidros/Plásticos",https://abcescolar.pt/es/products/balao-kitasato,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/balao-kitasato-1000ml.jpg?v=1629277308,,,,N/A,,,,,,,,4.5 €,21.07,,,1
11507111,,11507111,"Auxilab, S.L.",Clase de globo volumétrico A,2.07,,2.07,1 - 14 días,Balão,"<h1>Balão volumétrico classe A</h1>
<p>Balão volumétrico classe A com vidro transparente com rolha de plástico. Ideal para medir com precisão os volumes, bem como preparar soluções de concentração exata. Adequado para ser utilizado em laboratórios de química e biologia. Não é adequado para o aquecimento de substâncias.</p>
<p>Este balão de laboratório de fundo plano é um recipiente indispensável em qualquer laboratório escolar ou universitário. Capacidades disponíveis de 10 mL a 2000 mL.</p>
<h1><strong>Características</strong></h1>
<ul>
<li>Fabricado em vidro transparente e tampa em plástico;</li>
<li>Mede com exatidão o volume a preparar</li>
<li>Boca esmerilada</li>
<li>Tolerância: 0, 060 mL<br>
</li>
<li>Capacidades: 10 mL a 2000 mL</li>
<li>Cumpre os requisitos da norma ISO 1042.</li>
</ul>","Balões, Laboratório, Vidros/Plásticos",https://abcescolar.pt/es/products/balao-volumetrico-classe-a,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/balao-volumetrico-1000ml.jpg?v=1629277597,,,,N/A,,,,,,,,4.5 €,2.07,,,9
LB0018,DDB003,LB0018,"Auxilab, S.L.",Clase de globo volumétrico A,3.45,,3.45,1 - 14 días,Balão,"<h1>Balão volumétrico classe A</h1>
<p>Balão volumétrico classe A com vidro transparente com rolha de plástico. Ideal para medir com precisão os volumes, bem como preparar soluções de concentração exata. Adequado para ser utilizado em laboratórios de química e biologia. Não é adequado para o aquecimento de substâncias.</p>
<p>Este balão de laboratório de fundo plano é um recipiente indispensável em qualquer laboratório escolar ou universitário. Capacidades disponíveis de 10 mL a 2000 mL.</p>
<h1><strong>Características</strong></h1>
<ul>
<li>Fabricado em vidro transparente e tampa em plástico;</li>
<li>Mede com exatidão o volume a preparar</li>
<li>Boca esmerilada</li>
<li>Tolerância: 0, 060 mL<br>
</li>
<li>Capacidades: 10 mL a 2000 mL</li>
<li>Cumpre os requisitos da norma ISO 1042.</li>
</ul>","Balões, Laboratório, Vidros/Plásticos",https://abcescolar.pt/es/products/balao-volumetrico-classe-a,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/balao-volumetrico-1000ml.jpg?v=1629277597,,,,N/A,,,,,,,,4.5 €,3.45,,,24
LB0020,DDB005,LB0020,"Auxilab, S.L.",Clase de globo volumétrico A,4.58,,4.58,1 - 14 días,Balão,"<h1>Balão volumétrico classe A</h1>
<p>Balão volumétrico classe A com vidro transparente com rolha de plástico. Ideal para medir com precisão os volumes, bem como preparar soluções de concentração exata. Adequado para ser utilizado em laboratórios de química e biologia. Não é adequado para o aquecimento de substâncias.</p>
<p>Este balão de laboratório de fundo plano é um recipiente indispensável em qualquer laboratório escolar ou universitário. Capacidades disponíveis de 10 mL a 2000 mL.</p>
<h1><strong>Características</strong></h1>
<ul>
<li>Fabricado em vidro transparente e tampa em plástico;</li>
<li>Mede com exatidão o volume a preparar</li>
<li>Boca esmerilada</li>
<li>Tolerância: 0, 060 mL<br>
</li>
<li>Capacidades: 10 mL a 2000 mL</li>
<li>Cumpre os requisitos da norma ISO 1042.</li>
</ul>","Balões, Laboratório, Vidros/Plásticos",https://abcescolar.pt/es/products/balao-volumetrico-classe-a,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/balao-volumetrico-1000ml.jpg?v=1629277597,,,,N/A,,,,,,,,4.5 €,4.58,,,3
LB0021,DDB007,LB0021,"Auxilab, S.L.",Clase de globo volumétrico A,5.91,,5.91,1 - 14 días,Balão,"<h1>Balão volumétrico classe A</h1>
<p>Balão volumétrico classe A com vidro transparente com rolha de plástico. Ideal para medir com precisão os volumes, bem como preparar soluções de concentração exata. Adequado para ser utilizado em laboratórios de química e biologia. Não é adequado para o aquecimento de substâncias.</p>
<p>Este balão de laboratório de fundo plano é um recipiente indispensável em qualquer laboratório escolar ou universitário. Capacidades disponíveis de 10 mL a 2000 mL.</p>
<h1><strong>Características</strong></h1>
<ul>
<li>Fabricado em vidro transparente e tampa em plástico;</li>
<li>Mede com exatidão o volume a preparar</li>
<li>Boca esmerilada</li>
<li>Tolerância: 0, 060 mL<br>
</li>
<li>Capacidades: 10 mL a 2000 mL</li>
<li>Cumpre os requisitos da norma ISO 1042.</li>
</ul>","Balões, Laboratório, Vidros/Plásticos",https://abcescolar.pt/es/products/balao-volumetrico-classe-a,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/balao-volumetrico-1000ml.jpg?v=1629277597,,,,N/A,,,,,,,,4.5 €,5.91,,,1
LB0022,DDB008,LB0022,"Auxilab, S.L.",Clase de globo volumétrico A,9.30,,9.30,1 - 14 días,Balão,"<h1>Balão volumétrico classe A</h1>
<p>Balão volumétrico classe A com vidro transparente com rolha de plástico. Ideal para medir com precisão os volumes, bem como preparar soluções de concentração exata. Adequado para ser utilizado em laboratórios de química e biologia. Não é adequado para o aquecimento de substâncias.</p>
<p>Este balão de laboratório de fundo plano é um recipiente indispensável em qualquer laboratório escolar ou universitário. Capacidades disponíveis de 10 mL a 2000 mL.</p>
<h1><strong>Características</strong></h1>
<ul>
<li>Fabricado em vidro transparente e tampa em plástico;</li>
<li>Mede com exatidão o volume a preparar</li>
<li>Boca esmerilada</li>
<li>Tolerância: 0, 060 mL<br>
</li>
<li>Capacidades: 10 mL a 2000 mL</li>
<li>Cumpre os requisitos da norma ISO 1042.</li>
</ul>","Balões, Laboratório, Vidros/Plásticos",https://abcescolar.pt/es/products/balao-volumetrico-classe-a,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/balao-volumetrico-1000ml.jpg?v=1629277597,,,,N/A,,,,,,,,4.5 €,9.30,,,3
LB0023,DDB009,LB0023,"Auxilab, S.L.",Clase de globo volumétrico A,14.84,,14.84,1 - 14 días,Balão,"<h1>Balão volumétrico classe A</h1>
<p>Balão volumétrico classe A com vidro transparente com rolha de plástico. Ideal para medir com precisão os volumes, bem como preparar soluções de concentração exata. Adequado para ser utilizado em laboratórios de química e biologia. Não é adequado para o aquecimento de substâncias.</p>
<p>Este balão de laboratório de fundo plano é um recipiente indispensável em qualquer laboratório escolar ou universitário. Capacidades disponíveis de 10 mL a 2000 mL.</p>
<h1><strong>Características</strong></h1>
<ul>
<li>Fabricado em vidro transparente e tampa em plástico;</li>
<li>Mede com exatidão o volume a preparar</li>
<li>Boca esmerilada</li>
<li>Tolerância: 0, 060 mL<br>
</li>
<li>Capacidades: 10 mL a 2000 mL</li>
<li>Cumpre os requisitos da norma ISO 1042.</li>
</ul>","Balões, Laboratório, Vidros/Plásticos",https://abcescolar.pt/es/products/balao-volumetrico-classe-a,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/balao-volumetrico-1000ml.jpg?v=1629277597,,,,N/A,,,,,,,,4.5 €,14.84,,,1
11507321,,11507321,"Auxilab, S.L.",Clase de globo volumétrico A,20.15,,20.15,1 - 14 días,Balão,"<h1>Balão volumétrico classe A</h1>
<p>Balão volumétrico classe A com vidro transparente com rolha de plástico. Ideal para medir com precisão os volumes, bem como preparar soluções de concentração exata. Adequado para ser utilizado em laboratórios de química e biologia. Não é adequado para o aquecimento de substâncias.</p>
<p>Este balão de laboratório de fundo plano é um recipiente indispensável em qualquer laboratório escolar ou universitário. Capacidades disponíveis de 10 mL a 2000 mL.</p>
<h1><strong>Características</strong></h1>
<ul>
<li>Fabricado em vidro transparente e tampa em plástico;</li>
<li>Mede com exatidão o volume a preparar</li>
<li>Boca esmerilada</li>
<li>Tolerância: 0, 060 mL<br>
</li>
<li>Capacidades: 10 mL a 2000 mL</li>
<li>Cumpre os requisitos da norma ISO 1042.</li>
</ul>","Balões, Laboratório, Vidros/Plásticos",https://abcescolar.pt/es/products/balao-volumetrico-classe-a,https://cdn.shopify.com/s/files/1/0555/4277/5963/products/balao-volumetrico-1000ml.jpg?v=1629277597,,,,N/A,,,,,,,,4.5 €,20.15,,,2
